--- Test Case Info: {"Generation": 0, "Input": [-0.47260767221450806, 0.0], "Oracle": false, "Steps": 101} ---
-0.473989, -0.001381
-0.476740, -0.002752
-0.480842, -0.004102
-0.486264, -0.005422
-0.492965, -0.006701
-0.500896, -0.007931
-0.509996, -0.009101
-0.520199, -0.010203
-0.531427, -0.011228
-0.543597, -0.012170
-0.556616, -0.013020
-0.570389, -0.013772
-0.584811, -0.014423
-0.599777, -0.014966
-0.615177, -0.015400
-0.630899, -0.015721
-0.646829, -0.015931
-0.662856, -0.016027
-0.678869, -0.016013
-0.694759, -0.015890
-0.710421, -0.015662
-0.725754, -0.015333
-0.740663, -0.014908
-0.755055, -0.014393
-0.768848, -0.013793
-0.781964, -0.013115
-0.794329, -0.012366
-0.805881, -0.011551
-0.816559, -0.010678
-0.826312, -0.009753
-0.835094, -0.008782
-0.842866, -0.007772
-0.849593, -0.006727
-0.855246, -0.005653
-0.859802, -0.004556
-0.862244, -0.002441
-0.861560, 0.000684
-0.857754, 0.003806
-0.850841, 0.006913
-0.840850, 0.009992
-0.827822, 0.013028
-0.811817, 0.016005
-0.792909, 0.018908
-0.771194, 0.021715
-0.746788, 0.024406
-0.719831, 0.026957
-0.690486, 0.029345
-0.658940, 0.031545
-0.625407, 0.033533
-0.590123, 0.035285
-0.553342, 0.036780
-0.515339, 0.038003
-0.476398, 0.038941
-0.436810, 0.039588
-0.396865, 0.039945
-0.356848, 0.040017
-0.317030, 0.039818
-0.277665, 0.039366
-0.238980, 0.038684
-0.201181, 0.037800
-0.164440, 0.036741
-0.128900, 0.035539
-0.094676, 0.034224
-0.061852, 0.032824
-0.030485, 0.031367
-0.000607, 0.029878
0.027770, 0.028378
0.054656, 0.026886
0.080076, 0.025420
0.104067, 0.023992
0.126680, 0.022612
0.147971, 0.021291
0.168004, 0.020033
0.186847, 0.018844
0.204574, 0.017726
0.221257, 0.016683
0.236970, 0.015714
0.251789, 0.014819
0.265788, 0.013999
0.279041, 0.013253
0.291619, 0.012579
0.303595, 0.011976
0.315038, 0.011443
0.326017, 0.010979
0.336599, 0.010582
0.346852, 0.010252
0.356839, 0.009988
0.366628, 0.009789
0.376282, 0.009654
0.385868, 0.009585
0.395449, 0.009581
0.405093, 0.009644
0.414866, 0.009774
0.424839, 0.009972
0.435081, 0.010242
0.445667, 0.010586
0.456675, 0.011007
0.468183, 0.011509
0.480278, 0.012095
0.493049, 0.012771
0.506591, 0.013542

--- Test Case Info: {"Generation": 0, "Input": [-0.5460426807403564, 0.0], "Oracle": true, "Steps": 200} ---
-0.545874, 0.000168
-0.545539, 0.000335
-0.545040, 0.000500
-0.544379, 0.000660
-0.543563, 0.000816
-0.542598, 0.000966
-0.541490, 0.001108
-0.540247, 0.001242
-0.538880, 0.001367
-0.537399, 0.001482
-0.535814, 0.001585
-0.534137, 0.001677
-0.532381, 0.001756
-0.530560, 0.001822
-0.528686, 0.001874
-0.526774, 0.001912
-0.524839, 0.001936
-0.522893, 0.001945
-0.520954, 0.001940
-0.519034, 0.001920
-0.517148, 0.001886
-0.515311, 0.001837
-0.513536, 0.001775
-0.511836, 0.001700
-0.510225, 0.001611
-0.508713, 0.001511
-0.507314, 0.001400
-0.506036, 0.001277
-0.504891, 0.001146
-0.503885, 0.001006
-0.503027, 0.000858
-0.502324, 0.000704
-0.501779, 0.000544
-0.501399, 0.000381
-0.501184, 0.000214
-0.501138, 0.000046
-0.501260, -0.000122
-0.501550, -0.000289
-0.502004, -0.000455
-0.502621, -0.000617
-0.503395, -0.000774
-0.504320, -0.000925
-0.505389, -0.001070
-0.506596, -0.001206
-0.507929, -0.001334
-0.509381, -0.001451
-0.510938, -0.001558
-0.512591, -0.001653
-0.514326, -0.001735
-0.516131, -0.001805
-0.517992, -0.001861
-0.519895, -0.001903
-0.521825, -0.001931
-0.523769, -0.001944
-0.525712, -0.001943
-0.527639, -0.001927
-0.529535, -0.001896
-0.531387, -0.001852
-0.533181, -0.001794
-0.534902, -0.001722
-0.536539, -0.001637
-0.538079, -0.001540
-0.539511, -0.001431
-0.540823, -0.001312
-0.542006, -0.001183
-0.543051, -0.001045
-0.543950, -0.000899
-0.544696, -0.000747
-0.545285, -0.000588
-0.545711, -0.000426
-0.545971, -0.000260
-0.546064, -0.000093
-0.545988, 0.000076
-0.545744, 0.000244
-0.545335, 0.000410
-0.544762, 0.000572
-0.544031, 0.000731
-0.543147, 0.000884
-0.542116, 0.001031
-0.540947, 0.001170
-0.539647, 0.001300
-0.538227, 0.001420
-0.536698, 0.001530
-0.535070, 0.001628
-0.533356, 0.001714
-0.531569, 0.001787
-0.529722, 0.001847
-0.527829, 0.001893
-0.525905, 0.001924
-0.523963, 0.001942
-0.522019, 0.001944
-0.520086, 0.001933
-0.518180, 0.001906
-0.516314, 0.001866
-0.514503, 0.001811
-0.512761, 0.001743
-0.511099, 0.001662
-0.509531, 0.001568
-0.508069, 0.001462
-0.506723, 0.001346
-0.505504, 0.001219
-0.504420, 0.001084
